"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",138.172553329903,
"SVK","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",142.782350500784,
"SVK","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",143.133772612943,
"SVK","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",146.14264957038,
"SVK","HOUSECOST","RENT","IDX2015","Q","2019-Q2",101.285574030417,
"SVK","HOUSECOST","RENT","IDX2015","Q","2019-Q3",101.497919426021,
"SVK","HOUSECOST","RENT","IDX2015","Q","2019-Q4",101.693858113897,
"SVK","HOUSECOST","RENT","IDX2015","Q","2020-Q1",101.894305622725,
"SVK","HOUSECOST","RENT","IDX2015","Q","2020-Q2",102.904766883249,
"SVK","HOUSECOST","RENT","IDX2015","Q","2020-Q3",103.453972630327,
"SVK","HOUSECOST","RENT","IDX2015","Q","2020-Q4",103.652887610701,
"SVK","HOUSECOST","RENT","IDX2015","Q","2021-Q1",103.701182812971,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",124.220104110858,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",125.428391298913,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",126.133884538854,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",127.063317474495,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",127.020392884777,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",127.640771875357,
"ESP","HOUSECOST","RENT","IDX2015","Q","2019-Q2",102.978050904244,
"ESP","HOUSECOST","RENT","IDX2015","Q","2019-Q3",103.351915639645,
"ESP","HOUSECOST","RENT","IDX2015","Q","2019-Q4",103.673807805683,
"ESP","HOUSECOST","RENT","IDX2015","Q","2020-Q1",104.021209730863,
"ESP","HOUSECOST","RENT","IDX2015","Q","2020-Q2",104.190904753432,
"ESP","HOUSECOST","RENT","IDX2015","Q","2020-Q3",104.493035105112,
"ESP","HOUSECOST","RENT","IDX2015","Q","2020-Q4",104.624423443263,
"ESP","HOUSECOST","RENT","IDX2015","Q","2021-Q1",104.750646687609,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",119.70901439963,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",121.10939164433,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",122.095914307711,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",124.08900731346,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",126.497938819552,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",128.573395302818,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",134.448658560761,
"SWE","HOUSECOST","RENT","IDX2015","Q","2019-Q2",104.093239909555,
"SWE","HOUSECOST","RENT","IDX2015","Q","2019-Q3",104.449750558846,
"SWE","HOUSECOST","RENT","IDX2015","Q","2019-Q4",104.792200713359,
"SWE","HOUSECOST","RENT","IDX2015","Q","2020-Q1",105.204392142357,
"SWE","HOUSECOST","RENT","IDX2015","Q","2020-Q2",105.657324975479,
"SWE","HOUSECOST","RENT","IDX2015","Q","2020-Q3",106.097577772187,
"SWE","HOUSECOST","RENT","IDX2015","Q","2020-Q4",106.430215692798,
"SWE","HOUSECOST","RENT","IDX2015","Q","2021-Q1",106.507676220007,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",110.610750511298,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",110.819548681942,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",111.47291936562,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",113.205466031403,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",114.264465889026,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",116.457637665688,
"CHE","HOUSECOST","RENT","IDX2015","Q","2019-Q2",102.11102157465,
"CHE","HOUSECOST","RENT","IDX2015","Q","2019-Q3",102.315298850477,
"CHE","HOUSECOST","RENT","IDX2015","Q","2019-Q4",102.701949055651,
"CHE","HOUSECOST","RENT","IDX2015","Q","2020-Q1",103.013595354936,
"CHE","HOUSECOST","RENT","IDX2015","Q","2020-Q2",103.189887540064,
"CHE","HOUSECOST","RENT","IDX2015","Q","2020-Q3",103.170259305075,
"CHE","HOUSECOST","RENT","IDX2015","Q","2020-Q4",103.192618675408,
"CHE","HOUSECOST","RENT","IDX2015","Q","2021-Q1",103.414453040802,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",137.32667539694,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",142.599813220602,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",147.605695348078,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",155.434896502721,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",167.367139196102,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",180.314055926658,
"TUR","HOUSECOST","RENT","IDX2015","Q","2019-Q2",141.413902003492,
"TUR","HOUSECOST","RENT","IDX2015","Q","2019-Q3",145.088049030207,
"TUR","HOUSECOST","RENT","IDX2015","Q","2019-Q4",148.18500779005,
"TUR","HOUSECOST","RENT","IDX2015","Q","2020-Q1",151.903089405678,
"TUR","HOUSECOST","RENT","IDX2015","Q","2020-Q2",154.93848509037,
"TUR","HOUSECOST","RENT","IDX2015","Q","2020-Q3",157.996186952511,
"TUR","HOUSECOST","RENT","IDX2015","Q","2020-Q4",161.481107234454,
"TUR","HOUSECOST","RENT","IDX2015","Q","2021-Q1",164.62591199638,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",116.266,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",116.841,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",117.055,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",118.179,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",118.086,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",120.622,
"GBR","HOUSECOST","RENT","IDX2015","Q","2019-Q2",103.821426242637,
"GBR","HOUSECOST","RENT","IDX2015","Q","2019-Q3",103.919623285382,
"GBR","HOUSECOST","RENT","IDX2015","Q","2019-Q4",104.259200753078,
"GBR","HOUSECOST","RENT","IDX2015","Q","2020-Q1",104.515956821725,
"GBR","HOUSECOST","RENT","IDX2015","Q","2020-Q2",105.213672254845,
"GBR","HOUSECOST","RENT","IDX2015","Q","2020-Q3",105.808163028575,
"GBR","HOUSECOST","RENT","IDX2015","Q","2020-Q4",106.056809245917,
"GBR","HOUSECOST","RENT","IDX2015","Q","2021-Q1",106.346178406421,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",124.891945903239,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",126.379142073709,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",128.015057861226,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",130.678068503974,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",132.09090486592,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",136.598968257657,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",141.804154854301,
"USA","HOUSECOST","RENT","IDX2015","Q","2019-Q2",115.302984089163,
"USA","HOUSECOST","RENT","IDX2015","Q","2019-Q3",116.356080852704,
"USA","HOUSECOST","RENT","IDX2015","Q","2019-Q4",117.290804581485,
"USA","HOUSECOST","RENT","IDX2015","Q","2020-Q1",118.372031198436,
"USA","HOUSECOST","RENT","IDX2015","Q","2020-Q2",119.206269483527,
"USA","HOUSECOST","RENT","IDX2015","Q","2020-Q3",119.758958742424,
"USA","HOUSECOST","RENT","IDX2015","Q","2020-Q4",120.188612203939,
"USA","HOUSECOST","RENT","IDX2015","Q","2021-Q1",120.594819358242,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",103.356140304996,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",103.572574549991,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",103.789098981001,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",104.006191165839,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",104.224030184326,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",104.440454864178,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",104.656981880183,
"CHL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",121.647416472893,
"CHL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",123.110940608676,
"CHL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",123.499316313227,
"CHL","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",125.415824495031,
"CHL","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",126.554414268463,
"CHL","HOUSECOST","RENT","IDX2015","Q","2019-Q2",117.740028657948,
"CHL","HOUSECOST","RENT","IDX2015","Q","2019-Q3",119.053257956313,
"CHL","HOUSECOST","RENT","IDX2015","Q","2019-Q4",120.108043215693,
"CHL","HOUSECOST","RENT","IDX2015","Q","2020-Q1",121.047199026783,
"CHL","HOUSECOST","RENT","IDX2015","Q","2020-Q2",121.835055244061,
"CHL","HOUSECOST","RENT","IDX2015","Q","2020-Q3",122.466595074443,
"CHL","HOUSECOST","RENT","IDX2015","Q","2020-Q4",124.203768132285,
"CHL","HOUSECOST","RENT","IDX2015","Q","2021-Q1",124.690648769601,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",139.015018620687,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",139.985798668646,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",141.063097847985,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",142.24017022538,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",143.542542296527,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",145.513672497001,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",147.01171533423,
"COL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",132.918048433028,
"COL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",136.390384999575,
"COL","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",137.611858588443,
"COL","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",139.86479050532,
"COL","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",135.411257299476,
"COL","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",135.898789341278,
"COL","HOUSECOST","RENT","IDX2015","Q","2019-Q2",115.218753320395,
"COL","HOUSECOST","RENT","IDX2015","Q","2019-Q3",116.081294039798,
"COL","HOUSECOST","RENT","IDX2015","Q","2019-Q4",116.749569806455,
"COL","HOUSECOST","RENT","IDX2015","Q","2020-Q1",117.416945454846,
"COL","HOUSECOST","RENT","IDX2015","Q","2020-Q2",117.823125515238,
"COL","HOUSECOST","RENT","IDX2015","Q","2020-Q3",118.01030100143,
"COL","HOUSECOST","RENT","IDX2015","Q","2020-Q4",118.264633536515,
"COL","HOUSECOST","RENT","IDX2015","Q","2021-Q1",118.601421170648,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",123.600164491208,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",126.396758305317,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",129.281493954261,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",135.612069519035,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",128.604586602944,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",131.479986802028,
"EST","HOUSECOST","RENT","IDX2015","Q","2019-Q2",130.704308360149,
"EST","HOUSECOST","RENT","IDX2015","Q","2019-Q3",132.733612767623,
"EST","HOUSECOST","RENT","IDX2015","Q","2019-Q4",132.164740737603,
"EST","HOUSECOST","RENT","IDX2015","Q","2020-Q1",135.247862797797,
"EST","HOUSECOST","RENT","IDX2015","Q","2020-Q2",120.900873606706,
"EST","HOUSECOST","RENT","IDX2015","Q","2020-Q3",120.530292425028,
"EST","HOUSECOST","RENT","IDX2015","Q","2020-Q4",124.207971207613,
"EST","HOUSECOST","RENT","IDX2015","Q","2021-Q1",123.262278214453,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",125.603976595545,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",127.118203049499,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",128.032713714312,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",129.363087072664,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",129.167410372692,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",128.508898496675,
"IDN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",111.526114289232,
"IDN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",112.232874099559,
"IDN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",112.764459302975,
"IDN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",112.98608522772,
"IDN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",113.297615257928,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",112.450719856708,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",112.814755812543,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",114.426859314791,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",115.430578891509,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",114.994434890135,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",115.984500788253,
"ISR","HOUSECOST","RENT","IDX2015","Q","2019-Q2",105.796595752668,
"ISR","HOUSECOST","RENT","IDX2015","Q","2019-Q3",106.101240397544,
"ISR","HOUSECOST","RENT","IDX2015","Q","2019-Q4",106.517616042281,
"ISR","HOUSECOST","RENT","IDX2015","Q","2020-Q1",106.979862079411,
"ISR","HOUSECOST","RENT","IDX2015","Q","2020-Q2",106.794563845022,
"ISR","HOUSECOST","RENT","IDX2015","Q","2020-Q3",107.034874094061,
"ISR","HOUSECOST","RENT","IDX2015","Q","2020-Q4",107.229499982384,
"ISR","HOUSECOST","RENT","IDX2015","Q","2021-Q1",107.352645169129,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",138.581365958354,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",144.011931385876,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",146.158890898928,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",146.362917576903,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",140.818271149696,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",146.95017632294,
"LVA","HOUSECOST","RENT","IDX2015","Q","2019-Q2",107.123201132391,
"LVA","HOUSECOST","RENT","IDX2015","Q","2019-Q3",107.947673482534,
"LVA","HOUSECOST","RENT","IDX2015","Q","2019-Q4",107.938798693477,
"LVA","HOUSECOST","RENT","IDX2015","Q","2020-Q1",109.822067864792,
"LVA","HOUSECOST","RENT","IDX2015","Q","2020-Q2",101.884666244184,
"LVA","HOUSECOST","RENT","IDX2015","Q","2020-Q3",103.294310273998,
"LVA","HOUSECOST","RENT","IDX2015","Q","2020-Q4",104.234776578514,
"LVA","HOUSECOST","RENT","IDX2015","Q","2021-Q1",104.786292526788,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",130.22887156965,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",132.017048062457,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",134.615085725724,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",137.55895237846,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",139.301777775543,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",140.599312329257,
"LTU","HOUSECOST","RENT","IDX2015","Q","2019-Q2",125.988445906434,
"LTU","HOUSECOST","RENT","IDX2015","Q","2019-Q3",127.604810449586,
"LTU","HOUSECOST","RENT","IDX2015","Q","2019-Q4",128.076910341934,
"LTU","HOUSECOST","RENT","IDX2015","Q","2020-Q1",128.795486877509,
"LTU","HOUSECOST","RENT","IDX2015","Q","2020-Q2",128.651945736307,
"LTU","HOUSECOST","RENT","IDX2015","Q","2020-Q3",129.468597363034,
"LTU","HOUSECOST","RENT","IDX2015","Q","2020-Q4",131.209779371483,
"LTU","HOUSECOST","RENT","IDX2015","Q","2021-Q1",131.388242211172,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",118.11841180594,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",121.2203172493,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",124.799698240586,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",135.686954508889,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",140.799561212669,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",146.783426811784,
"RUS","HOUSECOST","RENT","IDX2015","Q","2019-Q2",107.885124854298,
"RUS","HOUSECOST","RENT","IDX2015","Q","2019-Q3",108.235780723293,
"RUS","HOUSECOST","RENT","IDX2015","Q","2019-Q4",108.382540575437,
"RUS","HOUSECOST","RENT","IDX2015","Q","2020-Q1",108.78022892742,
"RUS","HOUSECOST","RENT","IDX2015","Q","2020-Q2",108.621032393401,
"RUS","HOUSECOST","RENT","IDX2015","Q","2020-Q3",108.566125478145,
"RUS","HOUSECOST","RENT","IDX2015","Q","2020-Q4",109.441013203443,
"RUS","HOUSECOST","RENT","IDX2015","Q","2021-Q1",110.110197834457,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",128.532985404982,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",131.672130199472,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",131.49511747388,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",133.131538047067,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",135.314959616473,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",135.923854960297,
"SVN","HOUSECOST","RENT","IDX2015","Q","2019-Q2",118.641897786324,
"SVN","HOUSECOST","RENT","IDX2015","Q","2019-Q3",120.262038815011,
"SVN","HOUSECOST","RENT","IDX2015","Q","2019-Q4",117.297308207882,
"SVN","HOUSECOST","RENT","IDX2015","Q","2020-Q1",119.027275438222,
"SVN","HOUSECOST","RENT","IDX2015","Q","2020-Q2",116.636928500654,
"SVN","HOUSECOST","RENT","IDX2015","Q","2020-Q3",114.508171600364,
"SVN","HOUSECOST","RENT","IDX2015","Q","2020-Q4",112.775179313868,
"SVN","HOUSECOST","RENT","IDX2015","Q","2021-Q1",112.689436768166,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",117.929705175737,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",119.207701980745,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",119.627700930748,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",118.699703250742,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",118.808702978243,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2019-Q2",119.08482070621,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2019-Q3",120.230002113368,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2019-Q4",120.952886518777,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2020-Q1",121.611967464015,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2020-Q2",122.038006393368,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2020-Q3",122.250744879486,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2020-Q4",122.596920200971,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2021-Q1",122.939211812308,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",117.987005610921,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",119.222803003444,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",120.670219434636,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",122.420686424634,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",123.76191294439,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",125.028361234684,
"EA","HOUSECOST","RENT","IDX2015","Q","2019-Q2",104.705612814371,
"EA","HOUSECOST","RENT","IDX2015","Q","2019-Q3",105.121268225456,
"EA","HOUSECOST","RENT","IDX2015","Q","2019-Q4",105.47001374729,
"EA","HOUSECOST","RENT","IDX2015","Q","2020-Q1",105.798641316564,
"EA","HOUSECOST","RENT","IDX2015","Q","2020-Q2",106.053368049974,
"EA","HOUSECOST","RENT","IDX2015","Q","2020-Q3",106.396086439,
"EA","HOUSECOST","RENT","IDX2015","Q","2020-Q4",106.725237527579,
"EA","HOUSECOST","RENT","IDX2015","Q","2021-Q1",106.987460189205,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",117.94039376093,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",119.104825715045,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",120.582782421227,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",122.390703941944,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",123.793135740811,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",125.010223719595,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",120.758353825359,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",122.081510555018,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",123.586434243626,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",125.633513875658,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",126.998461432392,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",130.01832996771,
"CRI","HOUSECOST","RENT","IDX2015","Q","2019-Q2",107.841471079475,
"CRI","HOUSECOST","RENT","IDX2015","Q","2019-Q3",108.298592918958,
"CRI","HOUSECOST","RENT","IDX2015","Q","2019-Q4",108.724329061539,
"CRI","HOUSECOST","RENT","IDX2015","Q","2020-Q1",108.996926082746,
"CRI","HOUSECOST","RENT","IDX2015","Q","2020-Q2",109.244574399123,
"CRI","HOUSECOST","RENT","IDX2015","Q","2020-Q3",109.369317912135,
"CRI","HOUSECOST","RENT","IDX2015","Q","2020-Q4",109.520904958715,
"CRI","HOUSECOST","RENT","IDX2015","Q","2021-Q1",109.882411383006,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",130.050775434895,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",131.988275547836,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",134.184500240497,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",135.514022952803,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",133.880936029568,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",138.329765673076,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",120.683274131435,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",124.224714348501,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",126.154123004289,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",129.430064827396,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",128.616602569418,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",126.988589231136,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",83.3153134848478,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",82.7165769360824,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",84.5312129767618,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",85.1555091394113,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",84.7901761362782,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",84.4238864120634,
